Account Number, Name, Address, City, State, ZIP, Geocode State, Geocode County, Geocode Tract, Geocode MSA
"941","SUNRISE BANK","1350 ROSECRANS ST","SAN DIEGO","CA","92106","06","073","0214.00","41740"
"942","BANK OF FLORIDA - TAMPA BAY","777 S HARBOUR ISLAND BLVD","TAMPA","FL","33602","12","057","0051.02","45300"
"943","HANCOCK BANK OF FLORIDA","101 N MONROE ST","TALLAHASSEE","FL","32301","12","073","0002.00","45220"
"944","LEGACY BANK","15100 N 78TH WAY","SCOTTSDALE","AZ","85260","04","013","2168.16","38060"
"945","TOWN CENTER BANK","654 N DENTON TAP RD","COPPELL","TX","75019","48","113","0141.34","19124"
"946","TIFTON BANKING COMPANY","729 2ND ST W","TIFTON","GA","31794","13","277","9603.00",""
"947","PRIME BANK","5770 N WICKHAM RD","MELBOURNE","FL","32940","12","009","0641.27","37340"
"948","SIGNATURE BANK","355 EASTMAN PARK DR","WINDSOR","CO","80550","08","123","9999.03","24540"
"949","FIRST NATIONAL BANKERS BANK, ALABAMA","600 UNIVERSITY PARK PL STE 380","HOMEWOOD","AL","35209","01","073","0129.14","13820"
"950","LONE SUMMIT BANK","12418 STATE ROUTE 7","LAKE LOTAWANA","MO","64086","29","095","9999.03","28140"
"951","GEORGIA TRUST BANK","2725 MALL OF GEORGIA BLVD","BUFORD","GA","30519","13","135","0506.06","12060"
"952","CHARTER OAK BANK","600 TRANCAS ST","NAPA","CA","94558","06","055","2012.00","34900"
"953","COMMUNITY BANK OF ROCKMART","1400 CHATTAHOOCHEE DR","ROCKMART","GA","30153","13","233","0107.00",""
"954","COMMUNITYSOUTH BANK AND TRUST","6650 CALHOUN MEMORIAL HWY","EASLEY","SC","29640","45","077","0108.04","24860"
"955","MOREBANK","470 W CHELTENHAM AVE","PHILADELPHIA","PA","19126","42","101","0269.00","37964"
"956","FIRST VIETNAMESE AMERICAN BANK","8990 WESTMINSTER BLVD","WESTMINSTER","CA","92683","06","059","0998.03","11244"
"957","COHUTTA BANKING COMPANY","800 MARKET ST STE 100","CHATTANOOGA","TN","37402","47","065","0031.00","16860"
"958","WESTERN NATIONAL BANK","2525 E CAMELBACK RD STE 100","PHOENIX","AZ","85016","04","013","1084.00","38060"
"959","HOMETOWN COMMUNITY BANK","6700 HIGHWAY 53","BRASELTON","GA","30517","13","157","0101.03",""
"960","COMMUNITY FIRST BANK - CHICAGO","7555 N WESTERN AVE","CHICAGO","IL","60645","17","031","0201.00","16974"
"961","ADB BANK DBA ALLEGIANCE DIRECT BANK","136 W CENTER ST STE 200","CEDAR CITY","UT","84720","49","021","1107.02",""
"962","TOWN NORTH BANK NEVADA, NATIONAL ASSOCIA","871 CORONADO CENTER DR","HENDERSON","NV","89052","32","003","0053.46","29820"
"963","DESERT COMMERCIAL BANK","44801 VILLAGE CT","PALM DESERT","CA","92260","06","065","0451.08","40140"
"964","BANK OF AUBURN HILLS","1988 N OPDYKE RD","AUBURN HILLS","MI","48326","26","125","1401.00","47664"
"965","BANK OF BELLEVUE","155 108TH AVE NE","BELLEVUE","WA","98004","53","033","0238.04","42644"
"966","WOODLANDS COMMERCIAL BANK","4001 S 700 E STE 410","SALT LAKE CITY","UT","84107","49","035","1119.05","41620"
"967","I BANK TEXAS, SSB","3209 RANCH ROAD 620 S","AUSTIN","TX","78738","48","453","0017.73","12420"
"968","CORONADO FIRST BANK","801 ORANGE AVE STE 101","CORONADO","CA","92118","06","073","0109.00","41740"
"969","BANK OF AMERICA, RHODE ISLAND, NATIONAL","111 WESTMINSTER ST","PROVIDENCE","RI","02903","44","007","0008.00","39300"
"970","CHIPOLA COMMUNITY BANK","4701 HIGHWAY 90","MARIANNA","FL","32446","12","063","2107.00",""
"971","FIRSTBANK OF ARIZONA, INC.","2525 E CAMELBACK RD STE 115","PHOENIX","AZ","85016","04","013","1084.00","38060"
"972","FIRST STATE BANK","16 COMMERCE DR","CRANFORD","NJ","07016","34","039","0373.00","35084"
"973","NORTHWEST BANK","4900 MEADOWS RD STE 410","LAKE OSWEGO","OR","97035","41","005","0203.02","38900"
"974","FIRST SOUTHERN BANK","1583 S SAINT LOUIS ST","BATESVILLE","AR","72501","05","063","4902.00",""
"975","SOUTHSHORE COMMUNITY BANK","5998 N US HIGHWAY 41 STE A","APOLLO BEACH","FL","33572","12","057","0141.06","45300"
"976","GOLD CANYON BANK","6641 S KINGS RANCH RD","GOLD CANYON","AZ","85118","04","021","9999.03","38060"
"977","COVENANT BANK & TRUST","122 HIGHWAY 95","ROCK SPRING","GA","30739","13","295","0206.01","16860"
"978","LIBERTYPOINTE BANK","120 BROADWAY","NEW YORK","NY","10271","36","061","0007.00","35614"
"979","USA BANK","601 N MAIN ST","PORT CHESTER","NY","10573","36","119","0081.00","35614"
"980","GULFSOUTH PRIVATE BANK","4405 COMMONS DR E","DESTIN","FL","32541","12","091","0233.04","18880"
"981","WESTERN COMMERCIAL BANK","21550 OXNARD ST STE 100","WOODLAND HILLS","CA","91367","06","037","1371.03","31084"
"982","GREYSTONE BANK","4700 FALLS OF NEUSE RD","RALEIGH","NC","27609","37","183","0527.01","39580"
"983","CENTURY SECURITY BANK","5955 STATE BRIDGE RD STE 100","DULUTH","GA","30097","13","135","0502.05","12060"
"984","RELIANCE BANK, FSB","14241 METRO PKWY","FORT MYERS","FL","33912","12","071","0012.02","15980"
"985","LIBERTY BANK","4949 TAMIAMI TRL N STE 107","NAPLES","FL","34103","12","021","0003.01","34940"
"986","VANTAGESOUTH BANK","708 S CHURCH ST","BURLINGTON","NC","27215","37","001","0201.00","15500"
"987","UMB BANK ARIZONA, NATIONAL ASSOCIATION","16210 N SCOTTSDALE RD","SCOTTSDALE","AZ","85254","04","013","9999.03","38060"
"988","GRAYSTONE TOWER BANK","1826 GOOD HOPE RD","ENOLA","PA","17025","42","041","0113.01","25420"
"989","EMIGRANT SAVINGS BANK - LONG ISLAND","1000 MERCHANTS CONCOURSE","WESTBURY","NY","11590","36","059","4073.01","35004"
"990","EMIGRANT SAVINGS BANK - MANHATTAN","250 W 23RD ST","NEW YORK","NY","10011","36","061","0091.00","35614"
"991","EMIGRANT SAVINGS BANK - BROOKLYN/QUEENS","1954 FLATBUSH AVE","BROOKLYN","NY","11234","36","047","0738.00","35614"
"992","EMIGRANT SAVINGS BANK - BRONX/WESTCHESTE","2526 GRAND CONCOURSE","BRONX","NY","10458","36","005","0399.01","35614"
"993","OLD SOUTHERN BANK","250 N ORANGE AVE","ORLANDO","FL","32801","12","095","0189.00","36740"
"994","SUNRISE BANK","301 WOODROW WILSON DR","VALDOSTA","GA","31602","13","185","0104.01","46660"
"995","BANK OF ELLIJAY","134 INDUSTRIAL BLVD","ELLIJAY","GA","30540","13","123","9999.03",""
"996","WESTBRIDGE BANK AND TRUST","17280 NORTH OUTER 40 RD","CHESTERFIELD","MO","63005","29","189","2216.28","41180"
"997","SUNRISE BANK OF ATLANTA","600 W PEACHTREE ST NW","ATLANTA","GA","30308","13","121","0019.00","12060"
"998","BANKMERIDIAN, N.A.","1320 MAIN ST","COLUMBIA","SC","29201","45","079","0031.00","17900"
"999","CREEKSIDE BANK","100 SPRINGFIELD CENTER DR","WOODSTOCK","GA","30188","13","057","0909.04","12060"
"1000","ONE GEORGIA BANK","1180 PEACHTREE ST NE STE 261","ATLANTA","GA","30309","13","121","0004.00","12060"
